match_id,season,match_datetime_utc,match_outcome_code,outcome_id,forecast_home_win,forecast_draw,forecast_away_win,market_home_edge,market_expected_points_home,market_expected_points_away,market_entropy,market_logit_home,market_max_prob,match_day_index,match_day_of_year_norm,match_weekday_index,match_weekday_Friday,match_weekday_Monday,match_weekday_Saturday,match_weekday_Sunday,match_weekday_Thursday,match_weekday_Tuesday,match_weekday_Wednesday
18302,2022,2022-10-16 13:00:00,A,0,0.6794,0.1924,0.1282,0.5512,2.2306,0.5770000000000001,0.8430722051626249,1.6676185112399138,0.6794,72.0,0.7896174863387978,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18305,2022,2022-10-16 13:00:00,A,0,0.6846,0.2144,0.101,0.5836,2.2682,0.5174000000000001,0.8211222220760289,1.9137142092548256,0.6846,72.0,0.7896174863387978,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18308,2022,2022-10-16 13:00:00,D,1,0.5506,0.278,0.1714,0.3792,1.9298,0.7922,0.9867536771743812,1.1670085865448274,0.5506,72.0,0.7896174863387978,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18309,2022,2022-10-16 13:00:00,D,1,0.0936,0.2206,0.6858,-0.5922,0.5014,2.278,0.8137910746719523,-1.9915556565452737,0.6858,72.0,0.7896174863387978,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18307,2022,2022-10-16 15:30:00,H,2,0.6548,0.2089,0.1363,0.5185000000000001,2.1733,0.6178,0.8760072554228553,1.5694715067944929,0.6548,72.0,0.7896174863387978,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18315,2022,2022-10-18 18:30:00,D,1,0.8805000000000001,0.104,0.0155,0.8650000000000001,2.7455000000000003,0.1505,0.4120342235527159,4.03964990401106,0.8805000000000001,74.0,0.7950819672131147,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18318,2022,2022-10-18 19:15:00,H,2,0.4633,0.2981,0.2386,0.2246999999999999,1.688,1.0139,1.0591581141430506,0.6635862827587868,0.4633,74.0,0.7950819672131147,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18313,2022,2022-10-19 18:30:00,A,0,0.213,0.2994,0.4876,-0.2745999999999999,0.9384,1.7622,1.0406890185003324,-0.8282032318976913,0.4876,75.0,0.7978142076502732,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18314,2022,2022-10-19 18:30:00,D,1,0.6519,0.2453,0.1028,0.5491,2.201,0.5537,0.8575050644573147,1.847105822909429,0.6519,75.0,0.7978142076502732,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18319,2022,2022-10-19 18:30:00,H,2,0.6685,0.3125,0.019,0.6495,2.318,0.3695,0.7080052106720066,3.5605974173755572,0.6685,75.0,0.7978142076502732,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18320,2022,2022-10-19 18:30:00,H,2,0.3183,0.2359,0.4458,-0.1274999999999999,1.1908,1.5733,1.065254004722978,-0.3368760866637211,0.4458,75.0,0.7978142076502732,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
